New Episode Started
State: D:18.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:18.6_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:18.6_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.09599
State: D:18.5_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:18.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01999
State: D:18.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:18.4_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:18.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.0271
State: D:18.6_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.0271
State: D:18.6_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:18.7_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:18.8_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:18.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.0_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.1_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.2_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.3_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.4_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:19.4_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:19.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:19.4_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.6_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.7_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.8_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:19.9_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:19.8_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:19.7_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.6_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.5_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.6_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.7_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:19.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:19.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:20.0_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:20.0_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:20.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:19.8_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:19.7_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.6_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:19.7_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:19.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:19.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:19.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:20.0_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:20.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:20.0_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:19.9_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:19.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.7_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.17195
State: D:19.8_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:19.9_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.0_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.1_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:20.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:20.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01099
State: D:20.0_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:20.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:20.1_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:20.3_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.4_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:20.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.6_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:20.6_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.6_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.7_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:20.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:20.9_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:21.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:20.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:20.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:20.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:20.9_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:21.0_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.1_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:21.2_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:21.1_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:21.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.4_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:21.4_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.5_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.6_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.7_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:21.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.0_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.1_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.2_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.0_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.0_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:22.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.4_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:22.6_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.7_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.9_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:23.0_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.0_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:23.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.0_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.7_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.6_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.6_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.7_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.6_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.5_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.4_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.5_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.6_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:22.7_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:22.6_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.5_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:22.4_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.5_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01999
State: D:22.4_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:22.5_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.4_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.3_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.2_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:22.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.17294
State: D:22.4_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.09599
State: D:22.4_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.136391
State: D:22.5_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.5_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.4_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:22.4_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.3_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.2_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.206636
State: D:22.4_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1737419
State: D:22.4_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.2073577
State: D:22.5_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01999
State: D:22.6_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.020881
State: D:22.5_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.6_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.0271
State: D:22.7_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.6_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:22.7_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:23.0_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:23.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.2_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:23.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.4_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:23.5_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:23.6_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.5_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:23.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:23.5_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.6_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:23.7_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.0_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.0_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:24.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.2_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:24.2_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.0_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:23.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:24.0_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:24.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:24.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.3_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:24.4_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:24.5_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:24.6_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:24.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:24.6_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.6_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:24.7_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.8_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:24.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:24.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.9_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:25.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:24.8_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:24.9_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.0_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.3_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:25.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.3_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:25.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.6_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.7_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.7_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.9_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:26.0_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:26.1_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:26.2_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:26.3_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:26.2_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:26.1_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:26.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:26.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:26.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:26.4_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:26.5_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:26.6_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:26.6_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:26.7_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:26.6_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:26.5_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:26.4_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:26.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:26.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:26.4_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
